"","date","hour.ending","hour","solarTCR1","solarTCR2","solarTCR3","solarTCR4","solarTCR5","windTCR1","windTCR2","windTCR3","windTCR4","windTCR5"
"2881",2019-05-01,1,2881,-12.227066835819,-17.7218756905967,-53.1477996414626,-45.7052579197866,-15.1958561324256,37072.6879001846,0,1561.89329032584,42143.9347985731,1216.05489649271
"2882",2019-05-01,2,2882,-12.525287978156,-17.8776039479833,-53.6148277578199,-46.106885845268,-17.9360924841745,37614.3661715775,0,1887.01029898672,50916.4355191909,819.205593415937
"2883",2019-05-01,3,2883,-12.227066835819,-17.5817202589488,-52.727474336741,-45.3437927868533,-17.1312678214231,34541.0625763113,0,2175.51530223181,58701.0493088351,700.885424203321
"2884",2019-05-01,4,2884,-12.227066835819,-17.7374485163354,-53.1945024530984,-45.7454207123348,-15.6940809236527,30486.535251566,0,2151.35958060014,58049.2652440956,653.007030149844
"2885",2019-05-01,5,2885,-12.227066835819,-17.6595843876421,-52.9609883949197,-45.544606749594,-18.3385048155502,26625.1522478711,0,2146.31505239741,57913.1507803343,667.315515729044
"2886",2019-05-01,6,2886,-12.525287978156,-18.2669245914499,-54.7823980487132,-47.1109556589716,-15.9431933192662,30411.8920753757,0,2082.04649612796,56179.0183259632,571.597122485003
"2887",2019-05-01,7,2887,1.78932685402229,71.1210951484668,213.291740740386,183.423473567369,185.128834924797,34034.7992412541,0,2195.16995772094,59231.3829267287,461.391067634832
"2888",2019-05-01,8,2888,473.276952888895,582.797430443665,1747.80602265562,1503.0523483217,2956.6192110772,35016.3117065088,0,2171.54436165716,58593.9030257288,349.546831967006
"2889",2019-05-01,9,2889,1458.00316488583,1565.22471499286,4694.09959750739,4036.76227901384,7069.56067511651,34196.5311012028,0,1917.83426675551,51748.1461718502,70.7873289253628
"2890",2019-05-01,10,2890,3406.5801089161,2862.47224467484,8584.53721238711,7382.40322385924,8270.32074695769,38137.3463124001,0,1595.08781959637,43039.6093532379,-13.2206311299764
